ID,Parent,Type,Name,Path,Module,Docstring,Params,ReturnType,Role,EventLike,NormName,NameCluster,TopGroup
65,63.0,method,forward,timesfm.pytorch_patched_decoder.StackedDecoder.forward,timesfm.pytorch_patched_decoder,,"[{'name': 'self', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': '', 'has_default': False, 'default_repr': ''}, {'name': 'hidden_states', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'torch.Tensor', 'has_default': False, 'default_repr': ''}, {'name': 'paddings', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'torch.Tensor', 'has_default': False, 'default_repr': ''}, {'name': 'kv_write_indices', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'torch.Tensor | None', 'has_default': True, 'default_repr': 'None'}, {'name': 'kv_caches', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'List[Tuple[torch.Tensor, torch.Tensor]] | None', 'has_default': True, 'default_repr': 'None'}]",torch.Tensor,other,False,forward,16,timesfm.pytorch_patched_decoder
66,36.0,class,PositionalEmbedding,timesfm.pytorch_patched_decoder.PositionalEmbedding,timesfm.pytorch_patched_decoder,Generates position embedding for a given 1-d sequence.\n\nAttributes:\n min_timescale: Start of the geometric index. Determines the periodicity of\n the added signal.\n max_timescale: End of the geometric index. Determines the frequency of the\n added signal.\n embedding_dims: Dimension of the embedding to be generated.,,,other,False,positional_embedding,9,timesfm.pytorch_patched_decoder
67,66.0,method,__init__,timesfm.pytorch_patched_decoder.PositionalEmbedding.__init__,timesfm.pytorch_patched_decoder,,"[{'name': 'self', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': '', 'has_default': False, 'default_repr': ''}, {'name': 'embedding_dims', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'int', 'has_default': False, 'default_repr': ''}, {'name': 'min_timescale', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'int', 'has_default': True, 'default_repr': '1'}, {'name': 'max_timescale', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'int', 'has_default': True, 'default_repr': '10000'}]",,other,False,init,0,timesfm.pytorch_patched_decoder
68,66.0,method,forward,timesfm.pytorch_patched_decoder.PositionalEmbedding.forward,timesfm.pytorch_patched_decoder,"Generates a Tensor of sinusoids with different frequencies.\n\nArgs:\n seq_length: an optional Python int defining the output sequence length.\n if the `position` argument is specified.\n position: [B, seq_length], optional position for each token in the\n sequence, only required when the sequence is packed.\n\nReturns:\n [B, seqlen, D] if `position` is specified, else [1, seqlen, D]","[{'name': 'self', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': '', 'has_default': False, 'default_repr': ''}, {'name': 'seq_length', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': '', 'has_default': True, 'default_repr': 'None'}, {'name': 'position', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': '', 'has_default': True, 'default_repr': 'None'}]",,other,False,forward,16,timesfm.pytorch_patched_decoder
69,36.0,class,PatchedTimeSeriesDecoder,timesfm.pytorch_patched_decoder.PatchedTimeSeriesDecoder,timesfm.pytorch_patched_decoder,Patched time-series decoder.,,,other,False,patched_time_series_decoder,10,timesfm.pytorch_patched_decoder
70,69.0,method,__init__,timesfm.pytorch_patched_decoder.PatchedTimeSeriesDecoder.__init__,timesfm.pytorch_patched_decoder,,"[{'name': 'self', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': '', 'has_default': False, 'default_repr': ''}, {'name': 'config', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'TimesFMConfig', 'has_default': False, 'default_repr': ''}]",,other,False,init,0,timesfm.pytorch_patched_decoder
71,69.0,method,_forward_transform,timesfm.pytorch_patched_decoder.PatchedTimeSeriesDecoder._forward_transform,timesfm.pytorch_patched_decoder,"Input is of shape [B, N, P].","[{'name': 'self', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': '', 'has_default': False, 'default_repr': ''}, {'name': 'inputs', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'torch.Tensor', 'has_default': False, 'default_repr': ''}, {'name': 'patched_pads', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'torch.Tensor', 'has_default': False, 'default_repr': ''}]","tuple[torch.Tensor, tuple[torch.Tensor, torch.Tensor]]",other,False,forward_transform,19,timesfm.pytorch_patched_decoder
72,69.0,method,_reverse_transform,timesfm.pytorch_patched_decoder.PatchedTimeSeriesDecoder._reverse_transform,timesfm.pytorch_patched_decoder,"Output is of shape [B, N, P, Q].","[{'name': 'self', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': '', 'has_default': False, 'default_repr': ''}, {'name': 'outputs', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'torch.Tensor', 'has_default': False, 'default_repr': ''}, {'name': 'stats', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'tuple[torch.Tensor, torch.Tensor]', 'has_default': False, 'default_repr': ''}]",torch.Tensor,other,False,reverse_transform,20,timesfm.pytorch_patched_decoder
73,69.0,method,_preprocess_input,timesfm.pytorch_patched_decoder.PatchedTimeSeriesDecoder._preprocess_input,timesfm.pytorch_patched_decoder,Preprocess input for stacked transformer.,"[{'name': 'self', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': '', 'has_default': False, 'default_repr': ''}, {'name': 'input_ts', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'torch.Tensor', 'has_default': False, 'default_repr': ''}, {'name': 'input_padding', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'torch.Tensor', 'has_default': False, 'default_repr': ''}]","tuple[torch.Tensor, torch.Tensor, tuple[torch.Tensor, torch.Tensor] | None, torch.Tensor]",other,False,preprocess_input,21,timesfm.pytorch_patched_decoder
74,69.0,method,_postprocess_output,timesfm.pytorch_patched_decoder.PatchedTimeSeriesDecoder._postprocess_output,timesfm.pytorch_patched_decoder,Postprocess output of stacked transformer.,"[{'name': 'self', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': '', 'has_default': False, 'default_repr': ''}, {'name': 'model_output', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'torch.Tensor', 'has_default': False, 'default_repr': ''}, {'name': 'num_outputs', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'int', 'has_default': False, 'default_repr': ''}, {'name': 'stats', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'tuple[torch.Tensor, torch.Tensor]', 'has_default': False, 'default_repr': ''}]",torch.Tensor,other,False,postprocess_output,22,timesfm.pytorch_patched_decoder
75,69.0,method,forward,timesfm.pytorch_patched_decoder.PatchedTimeSeriesDecoder.forward,timesfm.pytorch_patched_decoder,,"[{'name': 'self', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': '', 'has_default': False, 'default_repr': ''}, {'name': 'input_ts', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'torch.Tensor', 'has_default': False, 'default_repr': ''}, {'name': 'input_padding', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'torch.LongTensor', 'has_default': False, 'default_repr': ''}, {'name': 'freq', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'torch.Tensor', 'has_default': False, 'default_repr': ''}]",torch.Tensor,other,False,forward,16,timesfm.pytorch_patched_decoder
76,69.0,method,decode,timesfm.pytorch_patched_decoder.PatchedTimeSeriesDecoder.decode,timesfm.pytorch_patched_decoder,"Auto-regressive decoding without caching.\n\nArgs:\n input_ts: input time-series and paddings. Time-series shape B x C.\n paddings: padding shape B x (C + H) where H is the prediction length.\n freq: frequency shape B x 1\n horizon_len: prediction length.\n output_patch_len: output length to be fetched from one step of\n auto-regressive decoding.\n max_len: maximum training context length.\n return_forecast_on_context: whether to return the model forecast on the\n context except the first input patch.\n\nReturns:\n Tuple of two forecasting results:\n - Point (mean) output predictions as a tensor with shape B x H'.\n - Full predictions (mean and quantiles) as a tensor with shape\n B x H' x (1 + # quantiles).\n In particular, if return_forecast_on_context is True, H' is H plus\n the forecastable context length, i.e. context_len - (first) patch_len.","[{'name': 'self', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': '', 'has_default': False, 'default_repr': ''}, {'name': 'input_ts', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'torch.Tensor', 'has_default': False, 'default_repr': ''}, {'name': 'paddings', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'torch.Tensor', 'has_default': False, 'default_repr': ''}, {'name': 'freq', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'torch.LongTensor', 'has_default': False, 'default_repr': ''}, {'name': 'horizon_len', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'int', 'has_default': False, 'default_repr': ''}, {'name': 'output_patch_len', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'int | None', 'has_default': True, 'default_repr': 'None'}, {'name': 'max_len', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'int | None', 'has_default': True, 'default_repr': 'None'}, {'name': 'return_forecast_on_context', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'bool', 'has_default': True, 'default_repr': 'False'}]","tuple[torch.Tensor, torch.Tensor]",io_read,False,decode,23,timesfm.pytorch_patched_decoder
77,36.0,external,dataclasses,dataclasses,timesfm.pytorch_patched_decoder,,,,other,False,dataclasses,9,dataclasses
78,36.0,external,math,math,timesfm.pytorch_patched_decoder,,,,other,False,math,10,math
79,36.0,external,typing,typing,timesfm.pytorch_patched_decoder,,,,other,False,typing,11,typing
80,36.0,external,torch,torch,timesfm.pytorch_patched_decoder,,,,other,False,torch,12,torch
81,36.0,external,functional,torch.nn.functional,timesfm.pytorch_patched_decoder,,,,other,False,functional,13,torch.nn
82,,module,timesfm_jax,timesfm.timesfm_jax,timesfm.timesfm_jax,TimesFM JAX forecast API for inference.,,,other,False,timesfm_jax,4,timesfm.timesfm_jax
83,82.0,class,TimesFmJax,timesfm.timesfm_jax.TimesFmJax,timesfm.timesfm_jax,"TimesFM forecast API for inference.\n\nThis class is the scaffolding for calling TimesFM forecast. To properly use:\n 1. Create an instance with the correct hyperparameters of a TimesFM model.\n 2. Call `load_from_checkpoint` to load a compatible checkpoint.\n 3. Call `forecast` for inference.\n\nGiven the model size, this API does not shard the model weights for SPMD. All\nparallelism happens on the data dimension.\n\nCompilation happens during the first time `forecast` is called and uses the\n`per_core_batch_size` to set and freeze the input signature. Subsequent calls\nto `forecast` reflect the actual inference latency.",,,other,False,times_fm_jax,11,timesfm.timesfm_jax
84,83.0,method,_get_sample_inputs,timesfm.timesfm_jax.TimesFmJax._get_sample_inputs,timesfm.timesfm_jax,,"[{'name': 'self', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': '', 'has_default': False, 'default_repr': ''}]",,sampling,False,get_sample_inputs,24,timesfm.timesfm_jax
85,83.0,method,__post_init__,timesfm.timesfm_jax.TimesFmJax.__post_init__,timesfm.timesfm_jax,,"[{'name': 'self', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': '', 'has_default': False, 'default_repr': ''}]",,other,False,post_init,25,timesfm.timesfm_jax
86,83.0,method,load_from_checkpoint,timesfm.timesfm_jax.TimesFmJax.load_from_checkpoint,timesfm.timesfm_jax,Loads a checkpoint and compiles the decoder.,"[{'name': 'self', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': '', 'has_default': False, 'default_repr': ''}, {'name': 'checkpoint', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'timesfm_base.TimesFmCheckpoint', 'has_default': False, 'default_repr': ''}]",,io_read,False,load_from_checkpoint,26,timesfm.timesfm_jax
87,83.0,method,jit_decode,timesfm.timesfm_jax.TimesFmJax.jit_decode,timesfm.timesfm_jax,Jitting decoding function.,"[{'name': 'self', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': '', 'has_default': False, 'default_repr': ''}]",,io_read,False,jit_decode,27,timesfm.timesfm_jax
88,83.0,method,_forecast,timesfm.timesfm_jax.TimesFmJax._forecast,timesfm.timesfm_jax,"Forecasts on a list of time series.\n\nArgs:\n inputs: list of time series forecast contexts. Each context time series\n should be in a format convertible to JTensor by `jnp.array`.\n freq: frequency of each context time series. 0 for high frequency\n (default), 1 for medium, and 2 for low. Notice this is different from\n the `freq` required by `forecast_on_df`.\n window_size: window size of trend + residual decomposition. If None then\n we do not do decomposition.\n forecast_context_len: optional max context length.\n return_forecast_on_context: True to return the forecast on the context\n when available, i.e. after the first input patch.\n\nReturns:\nA tuple for JTensors:\n- the mean forecast of size (# inputs, # forecast horizon),\n- the full forecast (mean + quantiles) of size\n (# inputs, # forecast horizon, 1 + # quantiles).\n\nRaises:\nValueError: If the checkpoint is not properly loaded.","[{'name': 'self', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': '', 'has_default': False, 'default_repr': ''}, {'name': 'inputs', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'Sequence[Any]', 'has_default': False, 'default_repr': ''}, {'name': 'freq', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'Sequence[int] | None', 'has_default': True, 'default_repr': 'None'}, {'name': 'window_size', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'int | None', 'has_default': True, 'default_repr': 'None'}, {'name': 'forecast_context_len', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'int | None', 'has_default': True, 'default_repr': 'None'}, {'name': 'return_forecast_on_context', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'bool', 'has_default': True, 'default_repr': 'False'}]","tuple[np.ndarray, np.ndarray]",other,False,forecast,28,timesfm.timesfm_jax
89,82.0,external,logging,logging,timesfm.timesfm_jax,,,,other,False,logging,14,logging
90,82.0,external,multiprocessing,multiprocessing,timesfm.timesfm_jax,,,,other,False,multiprocessing,15,multiprocessing
91,82.0,external,time,time,timesfm.timesfm_jax,,,,other,False,time,16,time
92,82.0,external,os,os,timesfm.timesfm_jax,,,,other,False,os,17,os
93,82.0,external,typing,typing,timesfm.timesfm_jax,,,,other,False,typing,11,typing
94,82.0,external,einshape,einshape,timesfm.timesfm_jax,,,,other,False,einshape,18,einshape
95,82.0,external,jax,jax,timesfm.timesfm_jax,,,,other,False,jax,19,jax
96,82.0,external,numpy,jax.numpy,timesfm.timesfm_jax,,,,other,False,numpy,1,jax.numpy
97,82.0,external,numpy,numpy,timesfm.timesfm_jax,,,,other,False,numpy,1,numpy
98,82.0,external,huggingface_hub,huggingface_hub,timesfm.timesfm_jax,,,,other,False,huggingface_hub,20,huggingface_hub
99,82.0,external,paxml,paxml,timesfm.timesfm_jax,,,,other,False,paxml,21,paxml
100,82.0,external,praxis,praxis,timesfm.timesfm_jax,,,,other,False,praxis,22,praxis
101,82.0,external,layers,praxis.layers,timesfm.timesfm_jax,,,,other,False,layers,23,praxis.layers
102,,module,xreg_lib,timesfm.xreg_lib,timesfm.xreg_lib,Helper functions for in-context covariates and regression.,,,other,False,xreg_lib,5,timesfm.xreg_lib
103,102.0,function,_unnest,timesfm.xreg_lib._unnest,timesfm.xreg_lib,,"[{'name': 'nested', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'Sequence[Sequence[Any]]', 'has_default': False, 'default_repr': ''}]",np.ndarray,other,False,unnest,9,timesfm.xreg_lib
104,102.0,function,_repeat,timesfm.xreg_lib._repeat,timesfm.xreg_lib,,"[{'name': 'elements', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'Iterable[Any]', 'has_default': False, 'default_repr': ''}, {'name': 'counts', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'Iterable[int]', 'has_default': False, 'default_repr': ''}]",np.ndarray,other,False,repeat,10,timesfm.xreg_lib
105,102.0,function,_to_padded_jax_array,timesfm.xreg_lib._to_padded_jax_array,timesfm.xreg_lib,,"[{'name': 'x', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'np.ndarray', 'has_default': False, 'default_repr': ''}]",jax.Array,other,False,to_padded_jax_array,11,timesfm.xreg_lib
106,102.0,class,BatchedInContextXRegBase,timesfm.xreg_lib.BatchedInContextXRegBase,timesfm.xreg_lib,Helper class for in-context regression covariate formatting.\n\nAttributes:\n targets: List of targets (responses) of the in-context regression.\n train_lens: List of lengths of each target vector from the context.\n test_lens: List of lengths of each forecast horizon.\n train_dynamic_numerical_covariates: Dict of covariate names mapping to the\n dynamic numerical covariates of each forecast task on the context. Their\n lengths should match the corresponding lengths in `train_lens`.\n train_dynamic_categorical_covariates: Dict of covariate names mapping to the\n dynamic categorical covariates of each forecast task on the context. Their\n lengths should match the corresponding lengths in `train_lens`.\n test_dynamic_numerical_covariates: Dict of covariate names mapping to the\n dynamic numerical covariates of each forecast task on the horizon. Their\n lengths should match the corresponding lengths in `test_lens`.\n test_dynamic_categorical_covariates: Dict of covariate names mapping to the\n dynamic categorical covariates of each forecast task on the horizon. Their\n lengths should match the corresponding lengths in `test_lens`.\n static_numerical_covariates: Dict of covariate names mapping to the static\n numerical covariates of each forecast task.\n static_categorical_covariates: Dict of covariate names mapping to the static\n categorical covariates of each forecast task.,,,other,False,batched_in_context_xreg_base,12,timesfm.xreg_lib
107,106.0,method,__init__,timesfm.xreg_lib.BatchedInContextXRegBase.__init__,timesfm.xreg_lib,"Initializes with the exogenous covariate inputs.\n\nHere we use model fitting language to refer to the context as 'train' and\nthe horizon as 'test'. We assume batched inputs. To properly format the\nrequest:\n\n - `train_lens` represents the contexts in the batch. Targets and all train\n dynamic covariates should have the same lengths as the corresponding\n elements\n in `train_lens`. Notice each `train_len` can be different from the exact\n length of the corresponding context depending on how much of the context is\n used for fitting the in-context model.\n - `test_lens` represents the horizon lengths in the batch. All tesdt\n dynamic\n covariates should have the same lengths as the corresponding elements in\n `test_lens`.\n - Static covariates should be one for each input.\n - For train and test dynamic covariates, they should have the same\n covariate\n names.\n\n Pass an empty dict {} for a covariate type if it is not present.\n\n Example:\n Here is a set of valid inputs whose schema can be used for reference.\n ```\n targets = [\n [0.0, 0.1, 0.2],\n [0.0, 0.1, 0.2, 0.3],\n ] # Two inputs in this batch.\n train_lens = [3, 4]\n test_lens = [2, 5] # Forecast horizons 2 and 5 respectively.\n train_dynamic_numerical_covariates = {\n ""cov_1_dn"": [[0.0, 0.5, 1.0], [0.0, 0.5, 1.0, 1.5]],\n ""cov_2_dn"": [[0.0, 1.5, 1.0], [0.0, 1.5, 1.0, 2.5]],\n } # Each train dynamic covariate has 3 and 4 elements respectively.\n test_dynamic_numerical_covariates = {\n ""cov_1_dn"": [[0.1, 0.6], [0.1, 0.6, 1.1, 1.6, 2.4]],\n ""cov_2_dn"": [[0.1, 1.1], [0.1, 1.6, 1.1, 2.6, 10.0]],\n } # Each test dynamic covariate has 2 and 5 elements respectively.\n train_dynamic_categorical_covariates = {\n ""cov_1_dc"": [[0, 1, 0], [0, 1, 2, 3]],\n ""cov_2_dc"": [[""good"", ""bad"", ""good""], [""good"", ""good"", ""bad"",\n ""bad""]],\n }\n test_dynamic_categorical_covariates = {\n ""cov_1_dc"": [[1, 0], [1, 0, 2, 3, 1]],\n ""cov_2_dc"": [[""bad"", ""good""], [""bad"", ""bad"", ""bad"", ""bad"", ""bad""]],\n }\n static_numerical_covariates = {\n ""cov_1_sn"": [0.0, 3.0],\n ""cov_2_sn"": [2.0, 1.0],\n ""cov_3_sn"": [1.0, 2.0],\n } # Each static covariate has 1 element for each input.\n static_categorical_covariates = {\n ""cov_1_sc"": [""apple"", ""orange""],\n ""cov_2_sc"": [2, 3],\n }\n ```\n\nArgs:\n targets: List of targets (responses) of the in-context regression.\n train_lens: List of lengths of each target vector from the context.\n test_lens: List of lengths of each forecast horizon.\n train_dynamic_numerical_covariates: Dict of covariate names mapping to the\n dynamic numerical covariates of each forecast task on the context. Their\n lengths should match the corresponding lengths in `train_lens`.\n train_dynamic_categorical_covariates: Dict of covariate names mapping to\n the dynamic categorical covariates of each forecast task on the context.\n Their lengths should match the corresponding lengths in `train_lens`.\n test_dynamic_numerical_covariates: Dict of covariate names mapping to the\n dynamic numerical covariates of each forecast task on the horizon. Their\n lengths should match the corresponding lengths in `test_lens`.\n test_dynamic_categorical_covariates: Dict of covariate names mapping to\n the dynamic categorical covariates of each forecast task on the horizon.\n Their lengths should match the corresponding lengths in `test_lens`.\n static_numerical_covariates: Dict of covariate names mapping to the static\n numerical covariates of each forecast task.\n static_categorical_covariates: Dict of covariate names mapping to the\n static categorical covariates of each forecast task.","[{'name': 'self', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': '', 'has_default': False, 'default_repr': ''}, {'name': 'targets', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'Sequence[Sequence[float]]', 'has_default': False, 'default_repr': ''}, {'name': 'train_lens', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'Sequence[int]', 'has_default': False, 'default_repr': ''}, {'name': 'test_lens', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'Sequence[int]', 'has_default': False, 'default_repr': ''}, {'name': 'train_dynamic_numerical_covariates', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'Mapping[str, Sequence[Sequence[float]]] | None', 'has_default': True, 'default_repr': 'None'}, {'name': 'train_dynamic_categorical_covariates', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'Mapping[str, Sequence[Sequence[Category]]] | None', 'has_default': True, 'default_repr': 'None'}, {'name': 'test_dynamic_numerical_covariates', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'Mapping[str, Sequence[Sequence[float]]] | None', 'has_default': True, 'default_repr': 'None'}, {'name': 'test_dynamic_categorical_covariates', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'Mapping[str, Sequence[Sequence[Category]]] | None', 'has_default': True, 'default_repr': 'None'}, {'name': 'static_numerical_covariates', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'Mapping[str, Sequence[float]] | None', 'has_default': True, 'default_repr': 'None'}, {'name': 'static_categorical_covariates', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'Mapping[str, Sequence[Category]] | None', 'has_default': True, 'default_repr': 'None'}]",,other,False,init,0,timesfm.xreg_lib
108,106.0,method,_assert_covariates,timesfm.xreg_lib.BatchedInContextXRegBase._assert_covariates,timesfm.xreg_lib,Verifies the validity of the covariate inputs.,"[{'name': 'self', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': '', 'has_default': False, 'default_repr': ''}, {'name': 'assert_covariate_shapes', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'bool', 'has_default': True, 'default_repr': 'False'}]",,other,False,assert_covariates,29,timesfm.xreg_lib
109,106.0,method,create_covariate_matrix,timesfm.xreg_lib.BatchedInContextXRegBase.create_covariate_matrix,timesfm.xreg_lib,"Creates target vector and covariate matrices for in context regression.\n\nHere we use model fitting language to refer to the context as 'train' and\nthe horizon as 'test'.\n\nArgs:\n one_hot_encoder_drop: Which drop strategy to use for the one hot encoder.\n use_intercept: Whether to prepare an intercept (all 1) column in the\n matrices.\n assert_covariates: Whether to assert the validity of the covariate inputs.\n assert_covariate_shapes: Whether to assert the shapes of the covariate\n inputs when `assert_covariates` is True.\n\nReturns:\n A tuple of the target vector, the covariate matrix for the context, and\n the covariate matrix for the horizon.","[{'name': 'self', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': '', 'has_default': False, 'default_repr': ''}, {'name': 'one_hot_encoder_drop', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'str | None', 'has_default': True, 'default_repr': ''first''}, {'name': 'use_intercept', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'bool', 'has_default': True, 'default_repr': 'True'}, {'name': 'assert_covariates', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'bool', 'has_default': True, 'default_repr': 'False'}, {'name': 'assert_covariate_shapes', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'bool', 'has_default': True, 'default_repr': 'False'}]","tuple[np.ndarray, np.ndarray, np.ndarray]",other,False,create_covariate_matrix,30,timesfm.xreg_lib
110,106.0,method,fit,timesfm.xreg_lib.BatchedInContextXRegBase.fit,timesfm.xreg_lib,,"[{'name': 'self', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': '', 'has_default': False, 'default_repr': ''}]",Any,model_fit,False,fit,31,timesfm.xreg_lib
111,102.0,class,BatchedInContextXRegLinear,timesfm.xreg_lib.BatchedInContextXRegLinear,timesfm.xreg_lib,Linear in-context regression model.,,,other,False,batched_in_context_xreg_linear,13,timesfm.xreg_lib
112,111.0,method,fit,timesfm.xreg_lib.BatchedInContextXRegLinear.fit,timesfm.xreg_lib,"Fits a linear model for in-context regression.\n\nArgs:\n ridge: A non-negative value for specifying the ridge regression penalty.\n If 0 is provided, fallback to ordinary least squares. Note this penalty\n is added to the normalized covariate matrix.\n one_hot_encoder_drop: Which drop strategy to use for the one hot encoder.\n use_intercept: Whether to prepare an intercept (all 1) column in the\n matrices.\n force_on_cpu: Whether to force execution on cpu for accelerator machines.\n max_rows_per_col: How many rows to subsample per column. 0 for no\n subsampling. This is for speeding up model fitting.\n max_rows_per_col_sample_seed: The seed for the subsampling if needed by\n `max_rows_per_col`.\n debug_info: Whether to return debug info.\n assert_covariates: Whether to assert the validity of the covariate inputs.\n assert_covariate_shapes: Whether to assert the shapes of the covariate\n inputs when `assert_covariates` is True.\n\nReturns:\n If `debug_info` is False:\n The linear fits on the horizon.\n If `debug_info` is True:\n A tuple of:\n - the linear fits on the horizon,\n - the linear fits on the context,\n - the flattened target vector,\n - the covariate matrix for the context, and\n - the covariate matrix for the horizon.","[{'name': 'self', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': '', 'has_default': False, 'default_repr': ''}, {'name': 'ridge', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'float', 'has_default': True, 'default_repr': '0.0'}, {'name': 'one_hot_encoder_drop', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'str | None', 'has_default': True, 'default_repr': ''first''}, {'name': 'use_intercept', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'bool', 'has_default': True, 'default_repr': 'True'}, {'name': 'force_on_cpu', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'bool', 'has_default': True, 'default_repr': 'False'}, {'name': 'max_rows_per_col', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'int', 'has_default': True, 'default_repr': '0'}, {'name': 'max_rows_per_col_sample_seed', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'int', 'has_default': True, 'default_repr': '42'}, {'name': 'debug_info', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'bool', 'has_default': True, 'default_repr': 'False'}, {'name': 'assert_covariates', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'bool', 'has_default': True, 'default_repr': 'False'}, {'name': 'assert_covariate_shapes', 'kind': 'POSITIONAL_OR_KEYWORD', 'annotation': 'bool', 'has_default': True, 'default_repr': 'False'}]","list[np.ndarray] | tuple[list[np.ndarray], list[np.ndarray], jax.Array, jax.Array, jax.Array]",model_fit,False,fit,31,timesfm.xreg_lib
113,102.0,external,itertools,itertools,timesfm.xreg_lib,,,,other,False,itertools,24,itertools
114,102.0,external,math,math,timesfm.xreg_lib,,,,other,False,math,10,math
115,102.0,external,typing,typing,timesfm.xreg_lib,,,,other,False,typing,11,typing
116,102.0,external,jax,jax,timesfm.xreg_lib,,,,other,False,jax,19,jax
117,102.0,external,numpy,jax.numpy,timesfm.xreg_lib,,,,other,False,numpy,1,jax.numpy
